1	24	206.0	200.6	38	26770.8170	4.3011	1.0000	29.5479
2	24	218.6	211.5	42	28401.9076	4.3307	1.0000	29.5479
3	21	221.3	198.2	48	28224.7947	4.4043	0.5896	31.7621
4	19	218.4	185.8	38	26967.4869	3.7155	0.5699	31.8685
5	26	215.6	186.8	43	27152.4077	3.6355	0.5588	31.9288
6	24	215.2	186.1	42	26685.9593	3.8806	0.5263	32.1037
7	25	213.9	183.9	34	26919.2611	3.8706	0.5182	32.1474
8	25	215.1	193.3	44	27051.3546	3.8113	0.5064	32.2115
9	24	214.3	182.0	41	24715.8476	2.9550	0.4966	32.2639
10	26	215.5	164.6	45	24558.8153	3.1767	0.4647	32.4362
11	24	220.3	182.4	48	24503.4005	2.9362	0.4505	32.5128
12	20	213.2	182.0	42	24385.3454	3.1569	0.4406	32.5663
13	24	215.7	178.7	48	24872.3904	2.9949	0.4133	32.7134
14	24	218.6	182.7	42	23532.4785	2.8844	0.4092	32.7359
15	24	222.2	179.4	42	24277.7066	3.3406	0.3990	32.7911
16	24	206.0	174.6	38	21830.0038	2.6466	0.3786	32.9011
17	24	220.3	0.0	48	19483.0913	1.8345	0.0000	34.9438
18	24	206.0	0.0	38	18611.2749	1.8743	0.0000	34.9438
19	24	218.6	0.0	42	19630.2133	1.8777	0.0000	34.9438
20	24	214.3	0.0	41	19563.9309	1.8889	0.0000	34.9438
